,Player,Market Value (Euros),Predicted Market Value (Euros),Age,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
3268,Magnus Blakstad,"249,999","226,037",26,57.5,53.0,55.3,56.3,59.1,52.5,9.0
3269,Brian Leizza,"324,999","226,003",20,44.0,58.7,44.5,39.0,60.0,33.9,10.4
3270,Zain Issaka,"149,999","225,849",23,56.5,32.3,51.0,51.7,63.9,52.2,10.0
3271,AJ Leitch-Smith,"299,999","225,759",30,58.5,33.3,53.7,50.7,72.6,51.6,10.8
3272,Terence Vancooten,"240,000","225,752",22,51.5,55.7,52.0,50.3,68.7,40.0,11.4
3273,Chris Taylor,"240,000","225,617",33,64.0,44.3,53.8,62.3,64.1,55.4,10.0
3274,Suad Sahiti,"275,000","225,442",25,59.5,27.0,44.2,56.7,63.9,45.8,10.4
3275,Mete Çelik,"240,000","225,329",23,56.0,57.0,50.0,49.0,68.0,31.6,8.4
3276,Abdullah Al Khatib,"190,000","225,168",25,42.0,58.7,47.2,39.3,67.0,31.6,9.2
3277,Jonás Romero,"275,000","224,509",20,53.5,26.7,48.7,47.7,66.3,51.8,7.8
3278,Charlie Carter,"179,999","224,330",23,61.5,44.0,50.0,54.7,65.4,47.1,10.6
3279,Li Yuanyi,"179,999","223,874",27,55.0,53.3,54.0,55.3,66.3,58.9,9.0
3280,Joshua Steiger,"249,999","223,066",19,60.5,48.3,51.7,52.7,65.9,40.6,12.0
3281,Lorenzo van Kleef,"249,999","223,017",19,59.5,49.0,47.8,60.7,57.9,47.9,7.8
3282,Liam O'Neil,"219,999","222,811",27,56.5,55.0,56.2,55.0,67.9,39.0,9.2
3283,Francisco Manenti,"249,999","222,455",23,49.0,60.3,44.8,43.7,58.1,40.4,8.6
3284,Ashley Nadesan,"275,000","222,192",26,58.5,13.3,45.7,41.7,62.7,49.2,11.2
3285,Bozhidar Mitrev,"219,999","221,888",33,17.0,14.7,35.7,18.3,29.0,21.5,63.4
3286,Edemir Rodríguez,"130,000","221,753",35,47.5,64.3,56.2,53.7,70.9,32.6,10.6
3287,Georgi Tunjov,"210,000","221,289",19,56.0,52.3,56.2,55.3,58.4,46.4,12.6
3288,Giuseppe Cuomo,"230,000","220,675",22,25.5,58.3,45.0,31.3,49.0,32.9,12.4
3289,Abdullah Al Owayshir,"190,000","220,593",29,19.5,17.7,37.3,20.7,50.3,20.2,60.2
3290,Sami Ben Amar,"275,000","220,563",22,55.0,22.7,43.5,41.0,56.6,52.2,11.0
3291,Ricardo Garay,"400,000","220,192",23,52.0,59.3,46.5,42.7,58.1,37.4,10.8
3292,Jacob Karlstrøm,"275,000","219,852",23,11.0,14.0,30.7,16.3,40.4,15.1,58.8
3293,Michael Olczyk,"130,000","219,762",23,50.0,58.7,44.5,46.7,63.1,30.9,10.0
3294,Nawaf Al Farshan,"230,000","218,960",22,61.0,52.7,49.5,54.0,62.0,46.4,12.2
3295,Luke Ivanovic,"219,999","218,269",20,57.5,15.0,42.5,50.7,68.4,46.5,9.0
3296,Ionuț Balaur,"375,000","217,845",31,47.5,61.3,47.7,43.3,55.9,31.0,9.0
3297,Aldo López,"299,999","217,655",20,56.0,50.3,52.2,60.7,57.3,46.8,8.8
3298,Flavio Rojas,"240,000","217,417",26,47.0,59.0,49.2,48.7,55.7,42.6,12.0
3299,Ryotaro Araki,"210,000","216,656",18,62.0,24.0,39.5,46.0,60.7,47.4,9.6
3300,Francesco Rossi,"149,999","216,325",29,20.0,17.7,27.3,16.0,34.1,19.8,60.4
3301,Kostadin Velkov,"200,000","216,305",31,40.5,61.0,47.8,42.0,61.0,31.8,8.8
3302,Ikuma Sekigawa,"400,000","215,867",19,41.5,60.3,41.5,32.7,59.9,32.8,10.2
3303,Jamille Matt,"210,000","215,092",30,53.0,19.7,50.5,37.3,64.3,51.8,12.8
3304,Joshua Debayo,"200,000","214,415",23,53.0,57.3,48.0,44.0,68.4,38.1,9.0
3305,Fabricio Domínguez,"324,999","213,968",22,58.0,52.0,52.5,54.7,59.9,50.2,10.6
3306,Blankson Anoff,"190,000","213,929",19,57.0,31.7,41.3,49.3,66.0,50.8,9.8
3307,Andreas Bruus,"120,000","213,847",21,57.5,17.7,43.2,36.0,61.3,47.9,12.4
3308,Alexander Ahl Holmström,"275,000","213,535",21,48.5,24.3,46.8,34.7,63.7,49.8,9.6
3309,Joris Chougrani,"375,000","213,454",29,57.0,62.7,44.8,60.7,69.4,32.1,9.8
3310,Lassine Sinayoko,"275,000","212,670",20,50.5,15.0,45.3,38.3,59.7,51.4,11.0
3311,Anthony Landázuri,"230,000","212,514",23,46.0,56.7,44.8,51.0,72.0,40.8,9.6
3312,Hakim Guenouche,"179,999","210,872",20,58.0,52.0,45.7,43.7,71.9,34.5,11.4
3313,Braulio Uraezaña,"190,000","210,866",25,17.5,18.0,27.8,24.0,41.9,21.9,59.4
3314,Haris Radetinac,"219,999","210,796",34,67.0,49.0,57.7,62.3,53.0,53.4,11.4
3315,Ronaldo Baez,"249,999","210,771",22,61.5,36.3,42.3,60.7,56.4,46.2,9.8
3316,Alfons Sampsted,"240,000","210,735",22,52.5,56.0,47.7,51.3,68.0,37.5,10.6
3317,Manuel Trías,"170,000","210,557",21,47.0,57.7,45.2,46.3,64.0,36.0,10.4
3318,Suently Alberto,"324,999","210,377",24,52.0,58.3,44.5,50.7,66.0,33.2,12.2
3319,Harvey Rodgers,"149,999","210,311",23,52.0,57.7,47.8,50.7,60.9,34.5,8.8
3320,Mateus Tangil,"210,000","210,157",36,20.5,13.0,42.7,13.7,56.4,21.0,66.6
3321,Max Wright,"249,999","210,056",22,59.0,30.0,44.8,49.3,69.6,45.0,10.0
3322,Luis Acevedo,"149,999","209,533",23,55.0,47.7,58.0,51.7,61.3,47.1,11.4
3323,Gastón Avila,"210,000","209,470",18,32.0,59.3,42.3,32.7,60.0,35.4,10.0
3324,Liu Yang,"249,999","208,821",29,52.5,57.7,54.0,48.7,62.6,38.5,11.2
3325,Luke Burgess,"200,000","208,783",21,60.0,41.3,47.8,56.7,63.1,43.8,8.6
3326,Paul Quasten,"109,999","208,640",35,60.5,61.7,58.3,60.7,63.7,40.0,13.2
3327,Moises González,"139,999","208,599",19,46.5,57.0,43.5,46.0,60.7,30.4,9.0
3328,Felipe Hernandez,"200,000","208,516",22,56.5,45.3,53.8,53.7,62.4,52.2,7.4
3329,Petar Slišković,"249,999","208,191",29,51.5,31.0,48.7,41.7,62.9,57.1,12.0
3330,Kenny Romero,"324,999","207,731",25,56.5,38.7,54.3,53.7,61.7,52.9,9.6
3331,Leon Legge,"170,000","207,541",35,37.0,63.3,56.3,38.3,61.0,29.5,8.8
3332,Ben Tollitt,"159,999","207,361",25,57.5,42.7,53.0,57.3,67.9,51.1,10.0
3333,Muteb Al Mutlaq,"159,999","207,077",22,56.0,53.0,53.2,53.0,65.3,41.6,10.0
3334,José Yegüez,"324,999","206,848",32,56.0,59.7,54.7,54.3,67.4,41.9,10.8
3335,Johan Stenmark,"249,999","206,739",21,48.0,56.3,45.0,52.3,65.9,33.5,11.4
3336,Rodolph Austin,"324,999","206,646",35,55.0,62.0,60.8,61.0,59.0,56.5,8.8
3337,Jayden Mitchell-Lawson,"190,000","206,552",20,61.0,38.3,48.3,49.7,63.6,45.5,10.4
3338,Morten Gamst Pedersen,"219,999","206,464",39,68.0,47.0,67.7,70.7,55.6,65.8,10.4
3339,Francisco Sepúlveda,"179,999","206,256",29,57.0,59.7,47.7,61.0,63.3,32.8,12.4
3340,Reggie Lambe,"299,999","206,249",29,58.5,41.3,54.8,56.3,73.4,51.1,8.0
3341,Rakan Al Shamlan,"170,000","205,930",22,60.5,42.0,45.2,59.7,59.7,44.4,10.4
3342,Denzeil Boadu,"240,000","205,895",23,60.5,15.7,42.3,49.3,67.7,43.4,8.8
3343,Wang Jie,"299,999","205,791",31,52.0,61.3,48.3,44.3,59.3,41.1,11.6
3344,Janis Hanek,"190,000","205,705",21,56.5,55.7,50.0,52.3,57.7,41.6,9.2
3345,Arambarri,"219,999","205,605",22,30.5,60.0,42.0,33.0,61.4,31.9,10.2
3346,Karl Söderström,"179,999","205,529",34,65.0,32.7,53.5,56.3,63.0,47.0,10.2
3347,Ben Wilson,"230,000","205,485",28,19.5,16.3,27.3,21.7,42.9,21.1,60.4
3348,Bartosz Białek,"424,999","205,441",18,51.5,35.0,50.2,36.3,64.7,49.6,11.8
3349,Cong Zhen,"130,000","204,874",23,55.5,50.3,54.0,51.7,66.0,51.1,11.4
3350,Édgar Jiménez,"120,000","204,824",35,61.5,58.7,58.5,60.0,60.0,65.2,11.8
3351,Christoffer Carlsson,"275,000","204,810",31,62.5,51.3,51.2,60.0,66.6,48.6,10.6
3352,Oliver Sail,"200,000","204,237",24,17.5,12.7,31.3,24.7,47.1,19.0,59.0
3353,Johan Brattberg,"159,999","204,131",23,19.0,14.3,25.2,25.0,39.7,20.2,59.4
3354,Nemanja Miletić,"179,999","204,015",29,59.5,59.3,49.3,50.3,61.6,33.4,10.0
3355,Leandro Díaz,"139,999","203,945",21,51.5,57.7,46.0,45.0,59.0,33.1,9.6
3356,Samuel Renel,"179,999","203,910",18,62.0,39.3,47.0,52.7,57.4,46.9,12.2
3357,Hugo Espínola,"299,999","203,847",25,46.0,60.0,42.2,43.3,56.9,33.4,9.6
3358,Nick Anderton,"190,000","202,684",24,51.5,57.7,46.5,50.3,64.4,33.5,11.8
3359,Niklas Kastenhofer,"249,999","202,313",21,45.0,58.3,44.8,37.7,62.3,31.8,7.8
3360,Ko Ikeda,"149,999","202,177",19,48.5,56.0,46.3,39.3,64.9,30.8,11.4
3361,Mark Timlin,"120,000","201,897",25,57.5,49.7,53.0,56.3,61.9,54.1,12.6
3362,Jared Khasa,"139,999","201,407",22,61.5,15.3,42.5,37.0,63.0,44.9,11.8
3363,Gui Hong,"170,000","201,339",25,56.0,38.0,53.0,52.7,65.1,53.2,9.8
3364,Jaime Ortíz,"139,999","201,332",21,58.0,15.7,39.7,40.7,62.3,49.5,8.4
3365,Takahiro Yanagi,"249,999","201,177",23,43.5,56.7,46.3,55.3,63.4,33.1,11.4
3366,Harvey Knibbs,"230,000","201,105",21,53.0,20.7,43.2,38.3,66.0,49.2,9.8
3367,Mathew Hudson,"159,999","200,722",22,16.0,18.7,32.8,21.3,47.3,18.6,57.6
3368,Jimmy Congo,"159,999","200,391",22,47.0,55.7,51.3,48.0,66.1,42.8,8.0
3369,Will Collar,"130,000","200,032",23,56.0,55.0,51.2,54.3,61.7,45.6,11.6
3370,Matías Ahumada Acuña,"275,000","199,859",22,56.5,31.7,41.2,47.7,66.4,52.0,10.0
3371,Lee Jae Won,"79,999","199,669",23,64.5,34.0,44.2,47.3,58.4,47.0,11.0
3372,Powell Obina Obi,"170,000","199,348",22,13.5,11.0,22.0,20.0,32.0,14.8,59.4
3373,José Araque,"200,000","199,188",31,57.0,17.7,46.3,40.0,60.3,51.5,8.0
3374,Simon Stehle,"299,999","198,914",18,56.0,26.3,42.2,45.3,70.3,45.1,11.4
3375,Ludovic Le Pennec,"179,999","198,308",19,13.5,11.3,25.2,20.7,35.9,14.0,57.2
3376,Emiliano González,"249,999","197,078",24,12.0,11.3,28.8,19.3,34.7,14.5,58.8
3377,Diego García,"249,999","196,715",27,55.0,41.3,59.0,49.0,66.0,46.4,11.0
3378,Muslim Al Furayj,"190,000","196,091",32,15.5,16.0,34.2,22.0,48.4,20.6,61.2
3379,Daniel Linárez,"219,999","195,775",28,57.5,58.7,47.0,52.0,61.3,36.0,11.6
3380,Luca Mack,"210,000","195,259",20,36.0,55.3,49.7,55.0,59.6,31.0,10.4
3381,William Bapaga,"170,000","195,103",17,58.5,26.3,43.2,40.3,70.6,40.9,10.4
3382,Norbey Salazar,"275,000","194,923",32,55.5,57.3,64.8,59.0,43.4,43.4,12.2
3383,Anthony Gomez Mancini,"249,999","194,814",19,57.0,46.3,53.5,58.7,52.3,49.4,11.8
3384,Anıl Gözütok,"190,000","193,990",19,64.5,41.0,46.5,49.3,56.6,47.9,9.8
3385,Daniel Cabrera,"170,000","193,858",22,55.5,23.7,44.3,57.3,54.9,38.8,10.4
3386,Paul Justiniano,"149,999","193,400",20,47.0,56.0,50.2,47.3,55.9,37.6,10.8
3387,Giannis Kontoes,"170,000","193,295",34,53.5,58.3,60.2,61.0,66.6,42.6,10.6
3388,Aidan Stone,"130,000","193,279",21,16.0,13.7,34.8,27.7,43.4,15.6,57.4
3389,Sam Woods,"210,000","192,778",21,35.0,56.7,46.2,34.0,48.9,29.5,8.8
3390,Akeem Hinds,"159,999","192,670",20,53.0,54.7,46.2,43.0,69.4,34.8,8.2
3391,Néstor Giménez,"275,000","192,523",23,58.0,58.0,45.8,57.3,61.9,30.6,9.2
3392,Tomoki Takamine,"130,000","191,804",22,53.0,57.7,46.8,54.3,56.0,42.2,9.0
3393,Mikołaj Kwietniewski,"149,999","191,338",21,58.0,24.3,41.8,49.7,64.1,45.0,11.4
3394,Josh Nisbet,"159,999","191,331",21,52.5,49.3,52.0,54.3,70.6,46.5,10.8
3395,Kenta Ito,"149,999","191,076",21,46.5,56.3,45.0,53.3,62.0,28.2,10.4
3396,Ross MacIver,"200,000","190,740",21,54.0,25.0,42.8,49.7,62.9,51.9,10.2
3397,César Huanca,"275,000","190,267",19,52.0,16.0,42.5,33.3,60.3,50.5,11.6
3398,Kélian Nsona,"200,000","190,094",18,61.0,24.3,39.5,45.0,59.6,46.9,10.6
3399,Craig Conway,"230,000","190,078",35,63.5,50.0,60.2,64.3,61.4,60.9,13.6
3400,Jorge Davidson,"130,000","190,050",18,44.0,57.7,44.8,43.0,56.1,35.5,9.2
3401,Gonzalo Pérez,"210,000","189,653",19,49.5,56.3,48.5,43.7,59.9,38.6,10.8
3402,Courtney Baker-Richardson,"350,000","189,469",24,53.5,13.7,46.2,36.3,59.4,49.1,11.6
3403,Halil İbrahim Sevinç,"149,999","189,152",18,52.5,52.3,53.0,54.0,60.9,49.5,10.2
3404,Yosmel Gil,"200,000","188,497",19,10.5,14.0,27.2,13.7,34.3,15.5,57.4
3405,Jehad Al Zoaed,"200,000","188,254",31,58.0,27.0,55.3,54.7,65.7,50.2,11.2
3406,Amar Sejdič,"190,000","187,607",23,58.5,46.0,50.8,54.7,62.7,50.2,8.8
3407,James Alabi,"170,000","187,547",25,52.0,27.7,47.2,47.0,67.0,52.5,9.8
3408,Bryan Colula,"100,000","187,468",24,54.5,55.0,52.3,53.0,57.0,41.8,11.8
3409,Robin Canido,"179,999","187,293",21,58.0,47.0,52.3,52.0,64.4,44.8,8.4
3410,Abdul-Halik Hudu,"170,000","187,167",20,59.0,44.0,49.8,53.0,65.0,43.4,11.6
3411,Muhannad Al Shanqeeti,"139,999","186,380",21,48.0,56.7,45.3,44.3,60.9,31.8,9.8
3412,Andreas Hansen,"179,999","185,151",25,19.0,17.0,32.0,20.0,51.6,20.9,58.6
3413,Ernesto Goñi,"109,999","185,142",35,64.5,54.3,60.5,62.0,64.0,47.0,11.6
3414,Robert Kakeeto,"139,999","184,655",25,52.0,55.0,51.8,46.0,68.9,39.8,10.6
3415,Lucas Díaz,"275,000","184,549",24,14.0,10.7,24.0,19.7,36.7,15.4,59.2
3416,Julian Krahl,"230,000","184,235",20,13.0,14.0,25.3,18.0,39.3,14.8,57.2
3417,Alexis Peyrelade,"159,999","183,927",23,56.5,57.0,45.3,52.0,62.1,38.8,8.2
3418,Akira Ando,"109,999","183,035",25,52.0,57.0,49.0,50.0,57.0,39.6,9.8
3419,Ryan Connolly,"130,000","182,632",28,56.0,49.0,55.2,57.3,67.0,53.0,11.0
3420,Jorge Cabezudo,"120,000","182,472",18,11.5,13.0,29.8,13.3,41.9,14.4,56.4
3421,Mihail Ivanov,"130,000","182,221",31,23.5,14.3,29.3,22.0,46.4,20.5,61.4
3422,Kosei Tani,"179,999","182,216",19,7.5,11.3,27.7,18.7,32.9,13.5,56.0
3423,Miro Tenho,"249,999","181,786",25,47.0,57.7,47.2,43.3,58.0,29.4,9.4
3424,Mat Sadler,"170,000","181,289",35,53.5,62.3,57.0,55.0,66.4,45.1,10.2
3425,Yevhenii Isaienko,"170,000","181,193",20,55.5,14.3,40.7,39.0,58.9,49.8,9.4
3426,Daniel Ballard,"240,000","180,880",20,40.0,57.3,44.3,42.0,54.9,34.8,8.4
3427,Vladyslav Kucheruk,"299,999","180,630",21,12.5,9.3,23.8,19.3,31.4,12.9,57.6
3428,Ísak Þorvaldsson,"139,999","180,317",19,54.5,54.0,50.5,52.3,57.1,40.1,11.2
3429,Javi Pérez,"120,000","180,263",34,59.0,57.7,59.3,56.7,60.0,55.5,10.8
3430,Bojan Radulovic,"139,999","180,202",20,50.5,21.7,49.3,39.0,54.9,48.5,11.0
3431,Gan Chao,"79,999","180,176",25,54.0,50.7,51.5,50.0,67.9,54.2,12.2
3432,Hussain Al Hajouj,"139,999","180,135",23,58.5,28.3,45.2,49.3,61.7,46.9,11.0
3433,Aldair Peña,"210,000","179,709",19,9.0,10.3,20.3,14.7,36.9,14.4,58.4
3434,Federico Nicosia,"219,999","179,683",30,10.5,11.3,31.7,19.7,35.0,14.9,60.4
3435,Ricardo Bettocchi,"130,000","179,506",18,10.0,13.0,30.0,15.0,38.3,15.1,56.4
3436,Kian Flanagan,"275,000","178,842",21,58.0,41.3,51.0,52.0,63.3,47.0,12.4
3437,Piotr Krawczyk,"170,000","178,735",25,53.0,15.0,41.7,38.3,61.4,51.6,10.2
3438,Song Long,"130,000","178,151",31,59.0,55.3,52.3,59.3,65.0,41.0,9.0
3439,Tomás Durso,"130,000","178,093",21,12.5,12.7,22.8,19.3,36.1,13.4,57.6
3440,Carlos Moreno,"120,000","177,889",22,15.0,11.0,24.8,19.3,36.1,15.2,58.2
3441,Mohammed Naji,"149,999","177,888",26,51.0,55.7,52.2,51.0,63.3,44.4,10.4
3442,Jackson Rodríguez,"179,999","177,801",21,57.5,48.3,49.7,56.0,61.4,45.1,9.8
3443,Tyler Magloire,"210,000","176,605",21,39.0,57.3,42.2,31.7,69.7,28.2,8.2
3444,Leon Müller,"249,999","176,099",20,59.5,42.3,47.0,55.3,54.6,50.2,9.4
3445,Álvaro Delgado,"170,000","175,796",25,62.5,41.0,46.7,50.0,65.0,45.1,9.6
3446,Diego Aravena,"240,000","175,086",23,54.5,43.7,54.0,57.7,63.3,44.8,7.6
3447,Sergiu Ciocan,"170,000","174,907",21,56.0,38.3,46.5,55.3,64.4,48.6,9.0
3448,Dylan Pierias,"159,999","174,778",20,53.0,50.3,48.3,51.3,70.7,28.6,10.2
3449,Sandro Tsveiba,"149,999","174,617",27,35.0,62.0,40.7,33.3,64.3,33.2,12.4
3450,Aboubacar Konté,"190,000","174,252",19,59.0,30.7,39.8,48.7,65.0,41.0,11.6
3451,Christian Latorre,"299,999","174,091",33,61.0,54.7,57.0,57.7,68.1,43.9,11.0
3452,Leonel Nazareno,"149,999","174,003",26,23.0,13.7,42.5,32.3,55.1,19.6,57.6
3453,Jiang Jihong,"170,000","173,436",30,34.5,57.0,47.3,45.7,63.6,34.9,10.8
3454,Noel Mbo,"230,000","173,167",21,54.5,17.7,42.5,27.7,74.3,45.2,8.0
3455,Umut Güneş,"149,999","172,907",20,55.0,48.7,51.0,58.0,60.0,46.4,11.0
3456,Matti Kamenz,"159,999","172,521",22,11.0,10.7,17.0,14.0,34.4,13.4,59.2
3457,Carlos Castro,"190,000","172,201",33,46.0,61.7,45.2,46.0,56.6,33.6,9.8
3458,Kasper Høgh,"190,000","172,126",19,52.0,16.0,44.3,36.0,65.1,46.6,11.6
3459,Laurenz Dehl,"249,999","171,751",18,57.5,46.0,49.0,55.0,57.3,50.2,8.4
3460,Paul Doyle,"109,999","171,471",22,58.5,40.0,51.0,55.3,61.0,41.0,8.2
3461,Callum Burton,"130,000","170,685",24,18.5,12.7,28.0,19.3,45.4,19.8,58.6
3462,Éder Hermoza,"170,000","170,266",30,22.5,15.7,38.2,35.3,55.3,21.0,59.2
3463,Dariusz Pawłowski,"120,000","169,623",21,54.0,52.3,49.5,54.3,62.7,46.6,9.8
3464,Levin Wanner,"109,999","169,434",20,52.5,50.3,53.0,54.7,60.0,41.2,9.2
3465,Ianoș Brînză,"149,999","169,171",21,10.0,10.7,27.7,19.7,38.0,14.2,57.0
3466,Runar Hauge,"130,000","168,999",19,56.5,48.3,48.7,49.7,66.3,45.0,9.2
3467,Ismail Ahmed,"230,000","168,659",37,48.5,64.0,57.5,45.0,56.4,47.4,10.2
3468,Guo Tianyu,"130,000","168,293",21,51.0,35.7,48.3,36.7,63.9,48.0,10.0
3469,Jacob Ramsey,"190,000","168,274",19,58.5,45.3,50.7,51.7,60.0,43.2,9.8
3470,Bruno Bertinato,"159,999","168,119",22,12.5,10.3,29.2,16.3,27.7,14.1,56.4
3471,Du Wenyang,"69,999","167,583",30,52.5,54.0,56.0,52.3,62.7,50.1,9.0
3472,Du Jia,"219,999","167,538",27,18.5,12.0,40.8,26.3,48.6,18.2,57.8
3473,Kevin Alaníz,"159,999","167,530",17,53.5,27.0,39.5,50.7,67.0,43.4,11.2
3474,Chu Jinzhao,"89,999","167,473",27,52.5,54.0,55.7,51.3,65.0,34.6,12.2
3475,Harrison Dunk,"130,000","167,443",29,58.0,50.3,53.8,51.3,73.0,45.0,10.0
3476,Hussain Abdoh Shaian,"170,000","167,427",31,15.5,15.7,34.2,19.3,46.0,19.2,60.0
3477,Egzon Kryeziu,"219,999","167,287",20,56.0,40.0,53.8,55.3,61.6,45.8,12.8
3478,Omar Tejeda,"120,000","167,012",32,58.0,30.3,56.3,48.3,62.6,49.5,13.4
3479,Srgian Luchin,"249,999","166,676",34,53.5,61.3,53.3,50.0,62.3,46.4,11.0
3480,Luis Santelices,"240,000","166,498",34,18.0,20.3,38.5,38.3,54.4,25.5,62.6
3481,John Mayanga Nekadio,"230,000","166,426",18,40.5,55.3,42.3,40.7,62.4,31.5,10.4
3482,Jamie Stott,"210,000","166,368",22,39.0,56.0,44.5,45.7,63.3,34.6,8.6
3483,Rodrigo Cabrera,"200,000","166,162",31,36.0,60.0,44.5,40.0,53.9,38.5,10.4
3484,Scott Flinders,"200,000","165,952",34,14.5,13.7,36.0,24.0,46.3,19.2,61.8
3485,Kasper Thiesson Kristensen,"139,999","165,924",21,13.0,12.0,23.0,15.3,29.6,14.6,57.4
3486,Niall Canavan,"450,000","165,236",29,40.5,63.0,48.0,29.3,59.9,24.8,9.4
3487,Liam Fontaine,"170,000","165,017",34,51.5,60.7,57.0,49.7,65.4,32.8,10.6
3488,Rodrigo Menacho,"170,000","164,974",21,35.0,56.0,44.0,38.7,59.1,33.0,10.2
3489,Facundo Giacopuzzi,"324,999","164,947",19,47.0,56.7,46.2,38.3,56.7,36.6,8.4
3490,Mikkel Hyllegaard,"159,999","164,877",21,47.5,16.0,39.0,36.0,66.6,50.2,9.2
3491,Lei Wenjie,"120,000","164,362",23,56.0,23.7,43.2,44.7,63.0,47.2,12.4
3492,Zhang Lu,"179,999","164,335",33,57.0,55.7,57.7,54.3,66.0,52.9,11.8
3493,Carlos Mendes Gomes,"170,000","164,326",21,58.5,30.3,40.7,48.0,65.7,43.9,9.4
3494,Han Jiaqi,"139,999","164,122",21,13.5,14.7,26.0,17.7,37.6,13.2,56.4
3495,Luis Arriaga,"120,000","163,862",19,55.0,14.7,41.7,40.3,62.9,47.5,8.2
3496,Federico Laurito,"210,000","163,862",30,53.5,23.7,43.0,31.7,66.0,50.9,9.4
3497,Kosta Petratos,"149,999","163,211",22,57.0,36.3,45.0,54.0,65.1,44.9,9.8
3498,Jonathan Herrera,"170,000","163,180",24,55.0,47.7,53.2,55.3,67.1,45.1,12.0
3499,Jeyson Rojas,"139,999","162,481",18,34.5,54.3,46.2,35.3,56.7,34.5,11.6
3500,Álex Vázquez,"249,999","161,688",18,54.5,48.3,53.3,52.0,57.7,43.1,9.8
3501,Peter Therkildsen,"130,000","161,639",22,58.0,43.3,48.8,53.3,64.7,45.9,7.6
3502,Daniel Jones,"159,999","161,469",33,56.0,54.0,56.2,60.0,72.1,51.8,7.4
3503,Emil Holten,"139,999","160,984",24,53.5,20.0,49.3,41.0,54.1,46.6,10.2
3504,Ahmed Al Shamrani,"170,000","160,610",26,40.0,57.0,44.8,44.0,63.7,33.8,10.4
3505,Zhou Tong,"249,999","160,299",30,59.0,52.0,53.3,57.0,61.4,50.6,12.0
3506,Mads Christiansen,"179,999","160,172",19,15.5,15.0,26.0,19.3,33.1,18.2,57.2
3507,Gus Ushler,"275,000","159,903",24,57.5,34.3,47.3,55.0,64.1,43.1,11.6
3508,Róger Manrique,"170,000","159,744",21,48.5,55.7,46.5,50.0,57.1,37.9,11.0
3509,Tom Sang,"170,000","159,127",21,51.0,54.3,48.7,49.7,55.9,36.9,9.0
3510,Danny Leyva,"219,999","159,091",17,52.5,46.0,53.5,49.3,60.0,48.6,8.6
3511,Carl Gustafsson,"170,000","158,689",20,56.0,40.0,50.0,56.3,57.0,43.1,9.6
3512,Rafael Pereira,"159,999","158,681",20,51.0,54.0,47.2,44.3,64.6,36.6,8.4
3513,Khaled Al Blooshi,"139,999","158,586",21,58.5,32.7,46.5,52.7,59.6,41.9,11.0
3514,Max Crocombe,"139,999","158,491",27,18.5,17.3,34.7,29.0,49.1,22.4,57.8
3515,Michał Bogacz,"109,999","157,744",19,43.5,55.3,45.5,37.0,58.4,30.2,10.4
3516,Nie Aoshuang,"120,000","157,627",25,56.5,48.7,53.7,54.3,60.4,42.2,8.6
3517,Sebastian Müller,"275,000","157,492",19,52.5,13.3,42.5,39.7,57.7,49.5,9.6
3518,Jesús Gómez,"190,000","157,478",18,53.5,55.0,47.2,41.7,61.3,37.8,8.4
3519,Hassan Al Geed,"179,999","157,260",22,59.5,23.7,44.3,48.3,62.6,42.8,6.6
3520,Milan Piško,"179,999","156,745",24,44.0,54.3,48.0,45.3,68.7,36.2,9.4
3521,Lee Dong Ryul,"109,999","156,634",20,54.5,14.0,40.7,37.3,64.3,46.4,10.6
3522,Ross Laidlaw,"240,000","156,423",28,16.0,14.0,28.2,20.3,30.3,14.4,59.6
3523,Mohammed Mohsen Harzan,"200,000","156,372",31,62.0,39.7,52.2,56.7,64.3,41.6,10.2
3524,Antonio Rosati,"179,999","156,288",37,16.0,11.0,35.3,22.0,45.4,16.9,64.2
3525,Ashvin Balaruban,"120,000","156,171",19,42.0,55.3,45.8,33.0,60.3,31.0,10.2
3526,Tyrone O'Neill,"200,000","156,117",20,48.0,16.3,41.8,33.3,59.0,50.0,9.6
3527,Christopher McVey,"109,999","155,915",23,53.0,50.3,48.2,59.7,63.1,35.1,10.8
3528,Victor Timmers,"109,999","155,314",20,13.0,11.7,23.2,17.7,34.3,13.9,56.6
3529,Piotr Pyrdoł,"230,000","155,159",21,56.5,20.3,41.7,53.0,57.9,43.4,10.4
3530,Daniel Grimshaw,"179,999","155,032",22,23.0,16.3,27.0,31.7,44.7,20.9,57.2
3531,Bradley Wade,"139,999","154,765",20,12.5,12.0,24.8,26.3,40.1,15.0,56.0
3532,Sebastián Pereira,"159,999","154,617",21,31.0,57.0,43.0,32.7,56.3,28.9,9.0
3533,Janer Ordóñez,"109,999","154,448",23,28.5,56.0,43.7,27.7,62.6,31.2,10.2
3534,Georgie Kelly,"179,999","154,234",23,53.0,15.0,41.8,44.7,53.1,52.4,10.0
3535,Billy Mitchell,"159,999","153,924",19,55.5,43.0,49.3,55.7,58.9,48.6,12.4
3536,Erick Otieno,"159,999","153,918",23,54.5,52.7,47.2,49.3,68.9,38.9,12.6
3537,Choi Jun,"109,999","153,902",21,56.0,49.7,47.0,55.0,62.3,44.9,7.8
3538,Chae Gwang Hoon,"100,000","153,751",27,44.5,56.3,48.0,48.0,65.4,29.9,9.0
